Count,Word,Max. Freq.,Min. Freq.,This Word,Total,Key Term Score,Definition,Lexicon Entries
,πρόσφορος,2,0,"0,5","87224,62","0,0007","serviceable, useful","LSJ, Middle Liddell, Slater"
,ἀνάκειμαι,2,0,"0,5","87225,12","0,0007",to be laid up,"LSJ, Middle Liddell, Slater"
,διακωλυτέος,2,0,"0,5","87225,62","0,0027",one must hinder,Middle Liddell
,θυρίς,2,0,"0,5","87226,12","0,001",window,"LSJ, Middle Liddell"
,οἰκοδομητέον,2,0,"0,5","87226,62","0,0027","one must build,",LSJ
,οἶστρος,2,0,"0,5","87227,12","0,001","gadfly, breese,","LSJ, Middle Liddell, Autenrieth"
,ἀνισόω,2,0,"0,5","87227,62","0,0011","equalize, balance,","LSJ, Middle Liddell"
5.870,ποικιλτέος,2,0,"0,5","87228,12","0,0027",one must work in embroidery,Middle Liddell
,ἀπτωτί,2,0,"0,5","87228,62","0,0024",without a fall,Slater
,κόπρον,2,0,"0,5","87229,12","0,0012",[unavailable],LSJ
,ἐπαίνεσις,2,0,"0,5","87229,62","0,0014","praise,","LSJ, Middle Liddell"
,ἐπαραρίσκω,2,0,"0,5","87230,12","0,0007",fit to,"LSJ, Middle Liddell, Autenrieth"
,ἀφανής,2,0,"0,5","87230,62","0,0004","unseen,","LSJ, Middle Liddell, Slater"
,λοιδορία,2,0,"0,5","87231,12","0,0007","railing, abuse, reproach","LSJ, Middle Liddell"
,εὐθής,2,0,"0,5","87231,62","0,0007",Righteous (Jashar,LSJ
,διαθεατέον,2,0,"0,5","87232,12","0,0024","one must examine,",LSJ
,θεραπευτέον,2,0,"0,5","87232,62","0,0017",one must do service to,LSJ
5.880,εὐφυῶς,2,0,"0,5","87233,12","0,0012",[unavailable],Middle Liddell
,οἰνόω,9,0,"0,5","87233,62","0,0023","intoxicate,","LSJ, Middle Liddell, Autenrieth"
,ἀνταγωνιστής,2,0,"0,5","87234,12","0,0008","opponent, competitor, rival,","LSJ, Middle Liddell"
,κηδεμών,2,0,"0,5","87234,62","0,001",one that has charge of,"LSJ, Middle Liddell, Autenrieth"
,ἄσχημος,2,0,"0,5","87235,12","0,0013",[unavailable],LSJ
,τρίγωνος,2,0,"0,5","87235,62","0,001","three-cornered, triangular,","LSJ, Middle Liddell"
,τροχός,2,0,"0,5","87236,12","0,0007","wheel,","LSJ, Slater, Autenrieth"
,κυνηγεσία,2,0,"0,5","87236,62","0,0011",venatio,"LSJ, Middle Liddell"
,αὐτόχειρ,2,0,"0,5","87237,12","0,0009","with one's own hand, creative,","LSJ, Middle Liddell"
,λῆξις,2,0,"0,5","87237,62","0,001",cessation,"LSJ, Middle Liddell"
5.890,πλεοναχός,2,0,"0,5","87238,12","0,0018","manifold,",LSJ
,ἐπιτρόπευσις,2,0,"0,5","87238,62","0,0022",[unavailable],LSJ
,βρῶσις,2,0,"0,5","87239,12","0,001",meat,"LSJ, Middle Liddell, Autenrieth"
,μεταδοκέω,2,0,"0,5","87239,62","0,0016",change one's opinion,"LSJ, Middle Liddell"
,χαμάομαι,8,0,"0,5","87240,12","0,0028",[unavailable],LSJ
,ζητητός,2,0,"0,5","87240,62","0,0016",sought for,"LSJ, Middle Liddell"
,διαδείκνυμι,2,0,"0,5","87241,12","0,0009","show plainly,","LSJ, Middle Liddell"
,χρήμη,2,0,"0,5","87241,62","0,0005",[unavailable],LSJ
,θρίξ,2,0,"0,5","87242,12","0,0005",hair,"LSJ, Middle Liddell, Autenrieth"
,ἵδρυσις,2,0,"0,5","87242,62","0,0012","founding, foundation","LSJ, Middle Liddell"
5.900,στομίας,2,0,"0,5","87243,12","0,0012",hard-mouthed horse,LSJ
,συβωτέω,2,0,"0,5","87243,62","0,0016",to be a swineherd,LSJ
,ἀνομολογούμενος,2,0,"0,5","87244,12","0,0018","not agreeing, inconsistent,","LSJ, Middle Liddell"
,σύλη,2,0,"0,5","87244,62","0,0011",the right of seizing the ship,"LSJ, Middle Liddell"
,κατάγελως,2,0,"0,5","87245,12","0,0009",derision,"LSJ, Middle Liddell"
,ἀστρονόμος,2,0,"0,5","87245,62","0,0013","astronomer,","LSJ, Middle Liddell"
,ἀχθέω,2,0,"0,5","87246,12","0,0007","load,",LSJ
,ἄγαλμα,2,0,"0,5","87246,62","0,0005","glory, delight, honour,","LSJ, Middle Liddell, Slater, Autenrieth"
,μελητέον,2,0,"0,5","87247,12","0,0027",one must take thought,LSJ
,πρόκριτος,2,0,"0,5","87247,62","0,0016","chosen before others, select,","LSJ, Middle Liddell"
5.910,ἑφθόω,2,0,"0,5","87248,12","0,0016","roast, boil",LSJ
,ἄθεος,2,0,"0,5","87248,62","0,0008","without God, denying the gods","LSJ, Middle Liddell, Slater"
,ἠλιθιόω,2,0,"0,5","87249,12","0,0012","make foolish, distract","LSJ, Middle Liddell"
,διανεμόομαι,2,0,"0,5","87249,62","0,001","flutter in the wind,","LSJ, Middle Liddell"
,διδακτέος,2,0,"0,5","87250,12","0,0018",one must teach,Middle Liddell
,θυτέον,2,0,"0,5","87250,62","0,0022",one must sacrifice,LSJ
,ὁμοιοπαθέω,2,0,"0,5","87251,12","0,0016",have similar feelings,"LSJ, Middle Liddell"
,νευστέος,2,0,"0,5","87251,62","0,0027",one must swim,Middle Liddell
,ὑφεκτέος,2,0,"0,5","87252,12","0,0024",one must submit to,Middle Liddell
,ἐκφαίνω,2,0,"0,5","87252,62","0,0006","bring to light, reveal","LSJ, Middle Liddell, Slater, Autenrieth"
5.920,ἀποπέτομαι,2,0,"0,5","87253,12","0,001",fly off,"LSJ, Middle Liddell, Autenrieth"
,σωτήριος,2,0,"0,5","87253,62","0,0005","saving, delivering","LSJ, Middle Liddell"
,παραπλέω,2,0,"0,5","87254,12","0,0005",sail by,"LSJ, Middle Liddell"
,τοκάω,2,0,"0,5","87254,62","0,0007","to be near delivery,",LSJ
,ᾀστέον,2,0,"0,5","87255,12","0,0021","one must sing,",LSJ
,περιαλγής,2,0,"0,5","87255,62","0,0014",feeling extreme pain,"LSJ, Middle Liddell"
,ὑδατίς,2,0,"0,5","87256,12","0,0006","watery vesicle, hydatid,",LSJ
,ἐπισίτιος,2,0,"0,5","87256,62","0,0022",working for his victuals,LSJ
,ἐρωτίς,2,0,"0,5","87257,12","0,0007","loved one, darling,","LSJ, Middle Liddell"
,γεωμετρέω,2,0,"0,5","87257,62","0,0011","measure, survey land","LSJ, Middle Liddell"
5.930,φυκίον,2,0,"0,5","87258,12","0,0014",orchil,"LSJ, Middle Liddell"
,αἴθων,2,0,"0,5","87258,62","0,0013","fiery, burning","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀκαιρέω,2,0,"0,5","87259,12","0,0012",to be without an opportunity,LSJ
,διαιρετέον,2,0,"0,5","87259,62","0,0016",one must divide,LSJ
,διαμαχέω,2,0,"0,5","87260,12","0,0012",[unavailable],LSJ
,θαυματός,2,0,"0,5","87260,62","0,0009",ṇ,"LSJ, Middle Liddell, Slater"
,σεμνόν,2,0,"0,5","87261,12","0,0004",[unavailable],LSJ
,δοξαστής,2,0,"0,5","87261,62","0,0021",one who forms opinions,LSJ
,ἱεροσυλία,2,0,"0,5","87262,12","0,0012","temple-robbery, sacrilege","LSJ, Middle Liddell"
,ἐθιστέον,2,0,"0,5","87262,62","0,0017",one must accustom,LSJ
5.940,σύμβολος,2,0,"0,5","87263,12","0,0006",meeting by chance,"LSJ, Middle Liddell"
,ὀστρακόω,2,0,"0,5","87263,62","0,0013","turn into potsherds, dash to pieces",LSJ
,κατηχέω,2,0,"0,5","87264,12","0,001",sound over,"LSJ, Middle Liddell"
,Ἄργος,8,0,"0,5","87264,62","0,0024",Argos,Autenrieth
,ὀψοποιέω,2,0,"0,5","87265,12","0,0013",dress food,LSJ
,κένωσις,2,0,"0,5","87265,62","0,0016","emptying, depletion","LSJ, Middle Liddell"
,ἀπωτέρω,2,0,"0,5","87266,12","0,0011","farther off,","LSJ, Middle Liddell"
,κονίς,2,0,"0,5","87266,62","0,0008","eggs of lice, fleas, and bugs, nits",LSJ
,ᾆσμα,2,0,"0,5","87267,12","0,0009","song,","LSJ, Middle Liddell"
,τραγῳδέω,2,0,"0,5","87267,62","0,0008","act a tragedy,","LSJ, Middle Liddell"
5.950,κρατιστής,2,0,"0,5","87268,12","0,0006",[unavailable],LSJ
,τριπλασίων,2,0,"0,5","87268,62","0,0013",[unavailable],LSJ
,αὐχμός,2,0,"0,5","87269,12","0,0008","drought,","LSJ, Middle Liddell"
,λωβός,2,0,"0,5","87269,62","0,0012",[unavailable],LSJ
,γάλα,2,0,"0,5","87270,12","0,0006",lac,"LSJ, Middle Liddell, Slater, Autenrieth"
,δεκαπλασιάζω,2,0,"0,5","87270,62","0,0018","multiply by ten,",LSJ
,ἑψέω,2,0,"0,5","87271,12","0,0009",[unavailable],LSJ
,χολή,2,0,"0,5","87271,62","0,0008","gall, bile,","LSJ, Middle Liddell"
,προστακτέον,2,0,"0,5","87272,12","0,0021","one must order,",LSJ
,ἑδραῖος,2,0,"0,5","87272,62","0,0012","sitting, sedentary","LSJ, Middle Liddell"
5.960,καθαιρέω,2,0,"0,5","87273,12","0,0004",take down,"LSJ, Middle Liddell, Slater, Autenrieth"
,περιγραπτέος,2,0,"0,5","87273,62","0,0022",one must trace out,Middle Liddell
,συμπόσιον,2,0,"0,5","87274,12","0,0006","drinking-party, symposium","LSJ, Middle Liddell, Slater"
,προσαπτέος,2,0,"0,5","87274,62","0,0024",one must apply,Middle Liddell
,ἀπολείβω,2,0,"0,5","87275,12","0,0011",let drip,"LSJ, Middle Liddell, Autenrieth"
,ἑλκτέον,2,0,"0,5","87275,62","0,0027",one must drag,LSJ
,ὅρμος,2,0,"0,5","87276,12","0,0007",necklace.,Autenrieth
,τᾶν,2,0,"0,5","87276,62","0,0006","sir, my good friend","LSJ, Middle Liddell"
,τέλεσις,2,0,"0,5","87277,12","0,0011","event, fulfilment,",LSJ
,αὐτουργέω,2,0,"0,5","87277,62","0,0013",to be an,"LSJ, Middle Liddell"
5.970,ἐπέξειμι,2,0,"0,5","87278,12","0,0007",ibo,"LSJ, Middle Liddell"
,λάχη,8,0,"0,5","87278,62","0,0033",ashare,LSJ
,περιφράσσω,2,0,"0,5","87279,12","0,0014","fence, fortify all round","LSJ, Middle Liddell"
,ὑποληπτέον,2,0,"0,5","87279,62","0,0012","one must suppose, understand, regard,",LSJ
,φαντασία,2,0,"0,5","87280,12","0,0007","appearing, appearance,","LSJ, Middle Liddell"
,ἕρμα,2,0,"0,5","87280,62","0,0011","prop, support","LSJ, Middle Liddell, Autenrieth"
,εὐδόκιμος,2,0,"0,5","87281,12","0,0007","in good repute, honoured, famous, glorious","LSJ, Middle Liddell"
,φρικάζω,2,0,"0,5","87281,62","0,0013","shudder, shiver,",LSJ
,ἀδολέσχης,2,0,"0,5","87282,12","0,0013","prater, idle talker","LSJ, Middle Liddell"
,ἄθλητος,2,0,"0,5","87282,62","0,0009",[unavailable],LSJ
5.980,ἀλώπηξ,2,0,"0,5","87283,12","0,0009","fox, Canis vulpes","LSJ, Middle Liddell, Slater"
,αἴ,8,0,"0,5","87283,62","0,0032",ha!,Middle Liddell
,δήλωσις,2,0,"0,5","87284,12","0,0009","a pointing out, manifestation, explaining, shewing",Middle Liddell
,ἀναρίθμητος,2,0,"0,5","87284,62","0,0011","not to be counted, countless,","LSJ, Middle Liddell, Slater"
,νομέης,2,0,"0,5","87285,12","0,0013",[unavailable],Middle Liddell
,ὄνομαι,2,0,"0,5","87285,62","0,0007","blame, find fault with, treat scornfully,","LSJ, Middle Liddell, Autenrieth"
,συναγωγή,2,0,"0,5","87286,12","0,001",a bringing together,"LSJ, Middle Liddell"
,ἑκουσιάζομαι,2,0,"0,5","87286,62","0,0021",offer,LSJ
,σφάλος,2,0,"0,5","87287,12","0,0016",[unavailable],LSJ
,ἀποπληρωτής,2,0,"0,5","87287,62","0,0027",one who completes,LSJ
5.990,Παιάν,2,0,"0,5","87288,12","0,0006","physician, healer","LSJ, Middle Liddell, Slater"
,τετραπλάσιος,2,0,"0,5","87288,62","0,0015","fourfold, four times as much","LSJ, Middle Liddell"
,κλοπή,2,0,"0,5","87289,12","0,0007",theft,"LSJ, Middle Liddell"
,ἐπαιτέω,2,0,"0,5","87289,62","0,0012","ask besides,","LSJ, Middle Liddell, Autenrieth"
,αὖτε,2,0,"0,5","87290,12","0,0007","again,","LSJ, Middle Liddell, Slater, Autenrieth"
,κωμάζω,2,0,"0,5","87290,62","0,0005","revel, make merry","LSJ, Middle Liddell, Slater"
,χρεώ,19,0,"0,49","87291,1","0,005","want, need;","LSJ, Middle Liddell, Autenrieth"
,κηρός,10,0,"0,48","87291,58","0,0038",bees-wax,"LSJ, Middle Liddell, Slater, Autenrieth"
,κηρόω,10,0,"0,48","87292,05","0,0054",wax over,LSJ
,κηρόομαι,10,0,"0,48","87292,53","0,0054",to form for oneself of wax,Middle Liddell
6.000,ἔρος,35,0,"0,46","87292,99","0,0064","wool,","LSJ, Middle Liddell"
,ἡλιάζω,9,0,"0,45","87293,44","0,0031",bake in the sun,LSJ
,ἡλιάω,9,0,"0,45","87293,89","0,0032",to be like the sun,LSJ
,ἁρπαγή,9,0,"0,45","87294,34","0,0027","seizure, robbery, rape,","LSJ, Middle Liddell"
,ἁρπάγη,9,0,"0,45","87294,79","0,0027",a rake,Middle Liddell
,ἁρπάγη,9,0,"0,45","87295,24","0,0027",hook,LSJ
,νῖκος,9,0,"0,45","87295,69","0,0018","for ever,","LSJ, Middle Liddell"
,ἡλιάζομαι,9,0,"0,45","87296,14","0,0031",sit in the court,"LSJ, Middle Liddell"
,ἄγε,12,0,"0,44","87296,58","0,0032",come on!,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἄνη,21,0,"0,43","87297,01","0,0043","fulfilment,","LSJ, Middle Liddell"
6.010,ἄναξ,21,0,"0,43","87297,44","0,0036","lord, master,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἄγαν,21,0,"0,43","87297,87","0,0041","very much,","LSJ, Middle Liddell, Slater"
,τροπή,21,0,"0,43","87298,3","0,0043","turn, turning","LSJ, Middle Liddell, Autenrieth"
,ἄνα,21,0,"0,43","87298,73","0,0043","king,","LSJ, Slater, Autenrieth"
,ἄνα,21,0,"0,43","87299,15","0,0043",[unavailable],"LSJ, Autenrieth"
,κορέω,10,0,"0,42","87299,57","0,0023",[unavailable],LSJ
,κουρά,10,0,"0,42","87299,99","0,004",cropping,"LSJ, Middle Liddell"
,Κόρα,10,0,"0,42","87300,4","0,0023",[unavailable],"LSJ, Middle Liddell"
,κορέω,10,0,"0,42","87300,82","0,0023",sweep out,"LSJ, Middle Liddell, Autenrieth"
,κουρεύς,10,0,"0,42","87301,24","0,0041","barber, hair-cutter","LSJ, Middle Liddell"
6.020,ἐπιέννυμι,22,0,"0,41","87301,65","0,0032",put on besides,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐφέζομαι,22,0,"0,41","87302,06","0,0023",sit upon,"LSJ, Middle Liddell, Slater, Autenrieth"
,ψυχόω,10,0,"0,4","87302,46","0,0042","give soul to,","LSJ, Middle Liddell"
,θερμόω,10,0,"0,4","87302,86","0,0036",[unavailable],LSJ
,φορός,10,0,"0,4","87303,26","0,0028",bearing:,"LSJ, Middle Liddell"
,μεσεύς,10,0,"0,4","87303,66","0,0024",[unavailable],LSJ
,θέρμω,10,0,"0,4","87304,06","0,0026","heat, make hot","LSJ, Middle Liddell, Autenrieth"
,μέση,10,0,"0,4","87304,46","0,0016",mese,LSJ
,πεῖρα,10,0,"0,4","87304,86","0,0021","trial, attempt","LSJ, Middle Liddell, Slater"
,θέρμος,10,0,"0,4","87305,26","0,0024",a lupine,Middle Liddell
6.030,πλειών,10,0,"0,4","87305,66","0,0037","a full period, a year",Middle Liddell
,θέρμος,10,0,"0,4","87306,06","0,0024","lupine, Lupinus albus",LSJ
,πειρά,10,0,"0,4","87306,46","0,0021",sharp point,LSJ
,ἀπορραίνω,10,0,"0,4","87306,86","0,0022","spirt out, shed about,","LSJ, Middle Liddell"
,παρών,10,0,"0,4","87307,26","0,0023",light ship,LSJ
,ὀφειλέτης,10,0,"0,4","87307,66","0,0052",debtor,"LSJ, Middle Liddell"
,ἄκουσις,10,0,"0,4","87308,06","0,0034",hearing,LSJ
,βροντάζω,10,0,"0,4","87308,46","0,0037",[unavailable],LSJ
,φόρον,10,0,"0,4","87308,86","0,0033","forum,",LSJ
,ἐπιστάτη,10,0,"0,4","87309,26","0,0028",[unavailable],LSJ
6.040,πλειών,10,0,"0,4","87309,66","0,0037",full time,LSJ
,Ἰώ,23,0,"0,4","87310,06","0,008",the moon,"LSJ, Middle Liddell"
,ἐρημάζω,3,0,"0,33","87310,39","0,0011","to be left lonely, go alone,","LSJ, Middle Liddell"
,γοητικός,3,0,"0,33","87310,72","0,0026","skilled in witchcraft, juggling","LSJ, Middle Liddell"
,ἐπαινετέος,3,0,"0,33","87311,06","0,0025",one must praise,Middle Liddell
,στερεόω,3,0,"0,33","87311,39","0,0015",make firm,"LSJ, Middle Liddell"
,καρτερόω,3,0,"0,33","87311,72","0,0011",strengthen,LSJ
,ἀποσχάω,3,0,"0,33","87312,06","0,0016",[unavailable],LSJ
,ἐπαινετέον,3,0,"0,33","87312,39","0,0025","one must praise,",LSJ
,ὑπογραφεύς,3,0,"0,33","87312,72","0,0018","one who writes under another's orders, secretary, amanuensis,","LSJ, Middle Liddell"
6.050,προθέω,3,0,"0,33","87313,06","0,0013",do they,"LSJ, Middle Liddell"
,διαφυγή,3,0,"0,33","87313,39","0,0014","refuge, means of escape,","LSJ, Middle Liddell"
,δομόω,3,0,"0,33","87313,72","0,0011","provide with lodging,",LSJ
,χειλόω,3,0,"0,33","87314,06","0,0017",to surround with a lip,Middle Liddell
,κεντόω,3,0,"0,33","87314,39","0,0018",[unavailable],LSJ
,ἔμπλησις,3,0,"0,33","87314,72","0,0025",[unavailable],LSJ
,παράλειψις,3,0,"0,33","87315,06","0,0024","neglect, disregard",LSJ
,παρεικάζω,3,0,"0,33","87315,39","0,002","liken, compare","LSJ, Middle Liddell"
,ἁδρόομαι,3,0,"0,33","87315,72","0,0028",grow stout,"LSJ, Middle Liddell"
,χίλιος,3,0,"0,33","87316,06","0,0007",[unavailable],"LSJ, Middle Liddell"
6.060,οἴκει,3,0,"0,33","87316,39","0,0015",[unavailable],LSJ
,ὁμολόγιον,3,0,"0,33","87316,72","0,0018",[unavailable],LSJ
,Κῦνος,3,0,"0,33","87317,06","0,0011",[unavailable],Autenrieth
,ἐπήν,3,0,"0,33","87317,39","0,0013","when,
            after.","Middle Liddell, Autenrieth"
,στέφανος,3,0,"0,33","87317,72","0,0005",that which surrounds,"LSJ, Middle Liddell, Slater, Autenrieth"
,ὀπτάω,3,0,"0,33","87318,06","0,0011","roast, broil,","LSJ, Middle Liddell, Slater, Autenrieth"
,πᾶγος,3,0,"0,33","87318,39","0,001","pagus, district",LSJ
,παρισόω,3,0,"0,33","87318,72","0,0019",make equal,LSJ
,μέλαινα,3,0,"0,33","87319,06","0,001",[unavailable],LSJ
,δενδρόω,3,0,"0,33","87319,39","0,0012","turn into a tree,",LSJ
6.070,δινάζω,3,0,"0,33","87319,72","0,0013",[unavailable],LSJ
,ἀντερῶ,3,0,"0,33","87320,06","0,0015","speak against, gainsay,","LSJ, Middle Liddell"
,ἐκκλησιάζω,3,0,"0,33","87320,39","0,0007","hold an assembly, debate therein,","LSJ, Middle Liddell"
,κοπιάω,3,0,"0,33","87320,72","0,0015","to be tired, grow weary","LSJ, Middle Liddell"
,πατριά,3,0,"0,33","87321,06","0,001","lineage, descent","LSJ, Middle Liddell"
,φιλοποιέω,3,0,"0,33","87321,39","0,0033","make a friend of,",LSJ
,ποσόω,3,0,"0,33","87321,72","0,0009","reckon the quantity of, count,","LSJ, Middle Liddell"
,φυτόομαι,3,0,"0,33","87322,06","0,0018","grow into a vegetative creature,",LSJ
,διαζάω,3,0,"0,33","87322,39","0,0017","live through, pass,","LSJ, Middle Liddell"
,προφητάζω,3,0,"0,33","87322,72","0,0013",[unavailable],LSJ
6.080,νέατος,3,0,"0,33","87323,06","0,002","uttermost, lowest,","LSJ, Middle Liddell, Autenrieth"
,Θαύμας,3,0,"0,33","87323,39","0,001",[unavailable],LSJ
,σάρξ,3,0,"0,33","87323,72","0,0008",flesh,"LSJ, Middle Liddell, Slater, Autenrieth"
,δόλος,3,0,"0,33","87324,06","0,0008",[unavailable],LSJ
,σμιλα,3,0,"0,33","87324,39","0,0026",[unavailable],LSJ
,καταδεσμέω,3,0,"0,33","87324,72","0,0031",[unavailable],LSJ
,κατεράω,3,0,"0,33","87325,06","0,0024","pour out, pour off",LSJ
,πάππας,3,0,"0,33","87325,39","0,0015",papa,"LSJ, Autenrieth"
,τριβή,3,0,"0,33","87325,72","0,0013",rubbing:,"LSJ, Middle Liddell"
,ἄγνωτος,3,0,"0,33","87326,06","0,0018",ignorant,"LSJ, Slater"
6.090,εὐνάζω,3,0,"0,33","87326,39","0,001",lay,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐφύω,3,0,"0,33","87326,72","0,0012",rain upon,"LSJ, Middle Liddell"
,ἀκμής,3,0,"0,33","87327,06","0,0013","untiring, unwearied","LSJ, Middle Liddell, Autenrieth"
,ῥυσόω,3,0,"0,33","87327,39","0,0031","make wrinkled, shrivel",LSJ
,ἄνθη,12,0,"0,33","87327,72","0,0028",full bloom,"LSJ, Middle Liddell"
,ἐγχείη,3,0,"0,33","87328,06","0,0026",[unavailable],LSJ
,καταλλαγή,3,0,"0,33","87328,39","0,0022",exchange,"LSJ, Middle Liddell"
,ὀφθαλμιάω,3,0,"0,33","87328,72","0,0017",suffer from ophthalmia,"LSJ, Middle Liddell"
,λευκόν,12,0,"0,33","87329,06","0,0026",white,"LSJ, Middle Liddell"
,ἐρημάς,3,0,"0,33","87329,39","0,0014",[unavailable],LSJ
6.100,πωμάζω,3,0,"0,33","87329,72","0,0015",furnish with a lid,"LSJ, Middle Liddell"
,θοινάζω,3,0,"0,33","87330,06","0,0018",[unavailable],"LSJ, Middle Liddell"
,σκυλακεύς,3,0,"0,33","87330,39","0,0018",[unavailable],LSJ
,ἀνηγέομαι,3,0,"0,33","87330,72","0,0018","relate, rehearse,","LSJ, Middle Liddell"
,ἄνοδος,3,0,"0,33","87331,06","0,0016",having no way,"LSJ, Middle Liddell"
,σμῖλα,3,0,"0,33","87331,39","0,0026",[unavailable],Middle Liddell
,ἄποινα,3,0,"0,33","87331,72","0,002",ransom,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἀράσσω,3,0,"0,33","87332,06","0,0011","smite, dash in pieces,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀρχέτας,3,0,"0,33","87332,39","0,0011","leader, prince,",LSJ
,πάρημαι,12,0,"0,33","87332,72","0,0045",to be seated beside,"LSJ, Middle Liddell, Autenrieth"
6.110,τραπεζόω,3,0,"0,33","87333,06","0,002",offer,LSJ
,κρεῖον,3,0,"0,33","87333,39","0,0022","meat-tray, dresser","LSJ, Middle Liddell, Autenrieth"
,ἁφάω,3,0,"0,33","87333,72","0,0015","to handle,","LSJ, Middle Liddell, Autenrieth"
,ἐπίταξις,3,0,"0,33","87334,06","0,002","injunction,","LSJ, Middle Liddell"
,ποίωσις,3,0,"0,33","87334,39","0,0015","qualification,",LSJ
,ζαλάω,3,0,"0,33","87334,72","0,0017",driving,LSJ
,πρόσημαι,3,0,"0,33","87335,06","0,0016",to be seated at,"LSJ, Middle Liddell"
,διαφύσσω,3,0,"0,33","87335,39","0,0016","draw continually,","LSJ, Middle Liddell, Autenrieth"
,καταρρέω,3,0,"0,33","87335,72","0,0013",flow down,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐλεγεία,3,0,"0,33","87336,06","0,0018",an elegy,"LSJ, Middle Liddell"
6.120,ἔνδεια,3,0,"0,33","87336,39","0,001","want, lack","LSJ, Middle Liddell"
,παρείκω,3,0,"0,33","87336,72","0,0019",give way,"LSJ, Middle Liddell"
,ἐπιπεδάω,3,0,"0,33","87337,06","0,0016",[unavailable],LSJ
,ἁδρός,3,0,"0,33","87337,39","0,0017","thick, stout, bulky","LSJ, Middle Liddell"
,ἐλαττονέω,3,0,"0,33","87337,72","0,0014",receive less,LSJ
,κοιλάς,3,0,"0,33","87338,06","0,0015",hollow,"LSJ, Middle Liddell"
,βολέω,3,0,"0,33","87338,39","0,0014",to be stricken,LSJ
,ἀγυρτάζω,3,0,"0,33","87338,72","0,0022",collect by begging,"LSJ, Middle Liddell, Autenrieth"
,ἡρώιος,3,0,"0,33","87339,06","0,0017","of, concerning heroes","LSJ, Middle Liddell, Slater"
,σημειόω,3,0,"0,33","87339,39","0,001",mark,"LSJ, Middle Liddell"
6.130,ἀναγελάω,3,0,"0,33","87339,72","0,0013","laugh loud,","LSJ, Middle Liddell"
,σκυτεύς,3,0,"0,33","87340,06","0,0019",[unavailable],"LSJ, Middle Liddell"
,οἰκόνομος,3,0,"0,33","87340,39","0,0016","one who manages a household,",LSJ
,ὀπτός,3,0,"0,33","87340,72","0,0014","roasted, broiled,","LSJ, Middle Liddell, Autenrieth"
,ἀστή,3,0,"0,33","87341,06","0,0011",[unavailable],"LSJ, Middle Liddell"
,ἁφή,3,0,"0,33","87341,39","0,0015","lighting, kindling,","LSJ, Middle Liddell"
,λαμπαδίας,3,0,"0,33","87341,72","0,0028",kind of comet resembling a torch,LSJ
,λιμνάζω,3,0,"0,33","87342,06","0,001",form stagnant pools,LSJ
,μελαινάς,3,0,"0,33","87342,39","0,0014",a blackish fish,LSJ
,χάλαζα,3,0,"0,33","87342,72","0,0014",hail,"LSJ, Middle Liddell, Slater, Autenrieth"
6.140,δενδρών,3,0,"0,33","87343,06","0,0013","thicket,",LSJ
,ζώω,3,0,"0,33","87343,39","0,0011",live,"LSJ, Slater, Autenrieth"
,ἀκέομαι,3,0,"0,33","87343,72","0,0008","heal, cure","LSJ, Middle Liddell, Autenrieth"
,δινεύω,3,0,"0,33","87344,06","0,0014","whirl, spin round,","LSJ, Middle Liddell, Autenrieth"
,ἔκκλησις,3,0,"0,33","87344,39","0,0011","appeal,",LSJ
,ἔμποδος,3,0,"0,33","87344,72","0,0008",[unavailable],LSJ
,κόπος,3,0,"0,33","87345,06","0,0013","striking, beating","LSJ, Middle Liddell"
,λιάζω,3,0,"0,33","87345,39","0,0007",[unavailable],LSJ
,πνίγω,3,0,"0,33","87345,72","0,0014","choke, throttle, strangle,","LSJ, Middle Liddell"
,ἐργολαβέω,3,0,"0,33","87346,06","0,002","contract for the execution of work,","LSJ, Middle Liddell"
6.150,φιλοποιητής,3,0,"0,33","87346,39","0,004","a friend of poets,","LSJ, Middle Liddell"
,γυμνάς,3,0,"0,33","87346,72","0,0012","naked,","LSJ, Middle Liddell"
,χάριτος,3,0,"0,33","87347,06","0,0006",acceptable,LSJ
,διαζέω,3,0,"0,33","87347,39","0,0021","boil through,",LSJ
,νέατος,3,0,"0,33","87347,72","0,002","latest, last,",LSJ
,ἁμάρτιον,3,0,"0,33","87348,06","0,0017",[unavailable],LSJ
,δολόω,3,0,"0,33","87348,39","0,0013","beguile, ensnare, take by craft,","LSJ, Middle Liddell, Slater"
,σκόλιον,3,0,"0,33","87348,72","0,0013",song which went round crookedly at banquets,"LSJ, Middle Liddell, Slater"
,κατάδεσμος,3,0,"0,33","87349,06","0,0033","tie, band","LSJ, Middle Liddell"
,τοιχωρύχος,3,0,"0,33","87349,39","0,0021",one who digs through the wall,Middle Liddell
6.160,ἀποδέω,3,0,"0,33","87349,72","0,0009","bind fast, tie up","LSJ, Middle Liddell"
,σύνωσις,3,0,"0,33","87350,06","0,0025","forcing together, compression",LSJ
