Count,Word,Max. Freq.,Min. Freq.,This Word,Total,Key Term Score,Definition,Lexicon Entries
,οἰκοδόμος,9,0,"1,83","84590,41","0,0048","a builder, an architect",Middle Liddell
,χαλκεύς,20,0,"1,83","84592,25","0,0062","coppersmith,","LSJ, Middle Liddell, Autenrieth"
3.040,ἀκροάζομαι,9,0,"1,83","84594,08","0,0024",[unavailable],LSJ
,πάτριος,6,1,"1,83","84595,91","0,0012",of,"LSJ, Middle Liddell, Slater"
,πιστός,15,0,"1,83","84597,75","0,0025",liquid,"LSJ, Middle Liddell"
,ἰδιόομαι,6,1,"1,83","84599,58","0,002","make one's own, appropriate","LSJ, Middle Liddell"
,μακαρίζω,9,0,"1,83","84601,41","0,0027","bless, deem","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀκροάομαι,9,0,"1,83","84603,25","0,002","hearken, listen to","LSJ, Middle Liddell"
,στερεός,6,1,"1,83","84605,08","0,0023","firm, solid","LSJ, Middle Liddell, Slater, Autenrieth"
,πιστός,15,0,"1,83","84606,91","0,0025",to be trusted,"LSJ, Middle Liddell, Slater, Autenrieth"
,πονέομαι,9,0,"1,83","84608,75","0,0022","be engaged in
            toil, toil, labor, be busy",Autenrieth
,σίδηρον,15,0,"1,83","84610,58","0,0031",[unavailable],LSJ
3.050,σημεία,9,0,"1,83","84612,41","0,0022",military standard,LSJ
,σκύλαξ,6,1,"1,83","84614,25","0,0029","young dog, puppy","LSJ, Middle Liddell, Autenrieth"
,ποθέω,6,1,"1,83","84616,08","0,001","long for, yearn after","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀγριάω,30,0,"1,83","84617,91","0,0085",to be savage,LSJ
,μισθαρνέω,6,1,"1,83","84619,75","0,0039",work,"LSJ, Middle Liddell"
,ἀνατίθημι,6,1,"1,83","84621,58","0,001","lay upon,","LSJ, Middle Liddell, Slater, Autenrieth"
,θεωρία,6,1,"1,83","84623,41","0,0021",sending of,"LSJ, Middle Liddell"
,μανία,29,0,"1,8","84625,21","0,0068",madness,"LSJ, Middle Liddell, Slater"
,μανία,29,0,"1,8","84627,01","0,0068",[unavailable],LSJ
,κυνώ,45,0,"1,8","84628,81","0,0155",bitch,"LSJ, Middle Liddell"
3.060,μανιάω,29,0,"1,8","84630,61","0,0068","to be mad, rave",LSJ
,περάω,28,0,"1,78","84632,4","0,0038","to carry beyond seas for the purpose of selling, to export for sale","LSJ, Middle Liddell, Autenrieth"
,περάω,28,0,"1,78","84634,18","0,0035",drive right through,"LSJ, Middle Liddell, Slater, Autenrieth"
,ὑπνάω,21,0,"1,75","84635,93","0,0051",to sleep,Middle Liddell
,ἑξῆς,28,0,"1,75","84637,68","0,0065","one after another, in order, in a row,","LSJ, Middle Liddell, Autenrieth"
,ἐπίστημος,28,0,"1,75","84639,43","0,0149",knowing,LSJ
,λυάω,10,0,"1,75","84641,18","0,0029",[unavailable],LSJ
,σιτίζω,28,0,"1,75","84642,93","0,0098",feed,"LSJ, Middle Liddell"
,ἀτεχνής,28,0,"1,75","84644,68","0,0094",[unavailable],LSJ
,ἐπιστημόω,28,0,"1,75","84646,43","0,015",make wise,LSJ
3.070,κεραμεύς,10,0,"1,75","84648,18","0,0053",potter,"LSJ, Middle Liddell, Autenrieth"
,πολλαπλάσιος,10,0,"1,75","84649,93","0,0044",many,"LSJ, Middle Liddell"
,ἄτεχνος,28,0,"1,75","84651,68","0,0087","without art, unskilful,","LSJ, Middle Liddell"
,ἀτεχνῶς,28,0,"1,75","84653,43","0,0099",simply,Middle Liddell
,ἐπαίρω,7,1,"1,75","84655,18","0,0011","lift up and set on,","LSJ, Middle Liddell"
,Χρύσης,28,0,"1,75","84656,93","0,0065",Chryses,Autenrieth
,ἀτέχνως,28,0,"1,75","84658,68","0,0099","without art, without rules of art, empirically,","LSJ, Middle Liddell"
,ἀπορρέω,16,0,"1,75","84660,43","0,003",Cat. Cod.Astr.,"LSJ, Middle Liddell"
,ἱερή,59,0,"1,7","84662,13","0,007",[unavailable],"LSJ, Middle Liddell"
,τυπάζω,11,0,"1,7","84663,83","0,0054",[unavailable],LSJ
3.080,ὑφάντης,11,0,"1,7","84665,53","0,0073","weaver,","LSJ, Middle Liddell"
,ἱερά,59,0,"1,7","84667,23","0,0066",serpent,LSJ
,δαπάνη,11,0,"1,7","84668,93","0,0031","cost, expenditure,","LSJ, Middle Liddell"
,κόνις,8,1,"1,7","84670,63","0,003",dust,"LSJ, Middle Liddell, Slater, Autenrieth"
,ὑφαντός,11,0,"1,7","84672,33","0,007","woven,","LSJ, Middle Liddell, Autenrieth"
,ἱεράζω,59,0,"1,7","84674,03","0,0067",serve as priest,LSJ
,μήτις,60,0,"1,67","84675,7","0,0103",do I,"LSJ, Autenrieth"
,μάκρα,15,0,"1,67","84677,36","0,0017",bath-tub,LSJ
,ἀμελής,22,0,"1,67","84679,03","0,005","careless, negligent,","LSJ, Middle Liddell"
,ἱέρεια,10,0,"1,67","84680,7","0,0023",a priestess,"LSJ, Middle Liddell"
3.090,ὁλόομαι,15,0,"1,67","84682,36","0,0047","to be constituted a whole,",LSJ
,φίλων,60,0,"1,67","84684,03","0,0068",[unavailable],LSJ
,Οἶον,60,0,"1,67","84685,7","0,0247","Oeum,",LSJ
,μάκαρ,7,1,"1,67","84687,36","0,0025","blessed, happy","LSJ, Middle Liddell, Slater, Autenrieth"
,ἁπλῶς,15,0,"1,67","84689,03","0,0033","singly, in one way,","LSJ, Middle Liddell"
,ἔνειμι,15,0,"1,67","84690,7","0,0022",sum,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐφεξῆς,15,0,"1,67","84692,36","0,0041","in order, in a row, one after another","LSJ, Middle Liddell"
,ἀμελής,22,0,"1,67","84694,03","0,005","unmelodious,",LSJ
,ὄψος,10,0,"1,67","84695,7","0,0018",[unavailable],LSJ
,ἐχέτης,22,0,"1,67","84697,36","0,0068",man of substance,"LSJ, Middle Liddell"
3.100,μέτειμι,9,1,"1,67","84699,03","0,0016",ibo,"LSJ, Middle Liddell, Autenrieth"
,ἠρέμα,15,0,"1,67","84700,7","0,0052","gently, softly","LSJ, Middle Liddell"
,δευτερόω,10,0,"1,67","84702,36","0,0032","do the second time: repeat,",LSJ
,στρατιά,15,0,"1,67","84704,03","0,0033",army,"LSJ, Slater"
,μήτις,60,0,"1,67","84705,7","0,0103","lest any one, lest anything; that no one, that nothing","Middle Liddell, Slater"
,μακράν,15,0,"1,67","84707,36","0,0029",far,"LSJ, Middle Liddell"
,πεμπτός,15,0,"1,67","84709,03","0,0037",sent,Middle Liddell
,ἐπιτελέω,7,1,"1,67","84710,7","0,0019","complete, finish, accomplish,","LSJ, Middle Liddell"
,ἔφεξις,15,0,"1,67","84712,36","0,0041","excuse, pretext","LSJ, Middle Liddell"
,ἠρεμάζω,15,0,"1,67","84714,03","0,0051","to be still, silent",LSJ
3.110,στρατία,15,0,"1,67","84715,7","0,0033",an army,Middle Liddell
,κληρόω,15,0,"1,67","84717,36","0,0046",appoint by lot,"LSJ, Middle Liddell"
,πέμπτος,15,0,"1,67","84719,03","0,0037",fifth : with four others,"LSJ, Middle Liddell, Slater, Autenrieth"
,φιλήκοος,10,0,"1,67","84720,7","0,0067",fond of hearing,LSJ
,στράτιος,15,0,"1,67","84722,36","0,0033",of an army,"LSJ, Middle Liddell"
,ῥαίζω,7,1,"1,67","84724,03","0,0034","to grow easier, find relief, recover from illness",Middle Liddell
,ἐνίζω,15,0,"1,67","84725,7","0,0023","to set in,","LSJ, Middle Liddell"
,φιλήκους,10,0,"1,67","84727,36","0,0066",fond of hearing discussions,Middle Liddell
,μῆτις,60,0,"1,67","84729,03","0,0099",counsel,Slater
,ἀγριόω,31,0,"1,67","84730,7","0,0085",makewild,"LSJ, Middle Liddell"
3.120,χάσμα,7,1,"1,67","84732,36","0,0029","yawning chasm, gulf,","LSJ, Middle Liddell"
,μῆτις,60,0,"1,67","84734,03","0,0099","wisdom, skill, craft","LSJ, Middle Liddell, Autenrieth"
,μάομαι,60,0,"1,67","84735,7","0,0104",[unavailable],"LSJ, Autenrieth"
,ἤρεμος,15,0,"1,67","84737,36","0,0051",quiet,"LSJ, Middle Liddell"
,πεμπτός,15,0,"1,67","84739,03","0,0037",sent,LSJ
,βαφή,10,0,"1,67","84740,7","0,0041",dipping,"LSJ, Middle Liddell"
,ζῶσις,15,0,"1,67","84742,36","0,0049","girding on, cincture",LSJ
,συννοέω,7,1,"1,67","84744,03","0,004","meditate, reflect upon","LSJ, Middle Liddell"
,ἀγαπητός,7,1,"1,67","84745,7","0,0024",that wherewith one must be content,"LSJ, Middle Liddell, Autenrieth"
,ζωγραφέω,7,1,"1,67","84747,36","0,0031","paint from life, paint","LSJ, Middle Liddell"
3.130,θερμός,15,1,"1,65","84749,01","0,0031",hot,"LSJ, Middle Liddell, Slater, Autenrieth"
,πυρή,13,0,"1,64","84750,66","0,0037",any place where fire is kindled,"LSJ, Middle Liddell, Autenrieth"
,πυράζω,13,0,"1,64","84752,3","0,0035",singe,LSJ
,ποτή,235,0,"1,61","84753,9","0,0417","flight,","LSJ, Middle Liddell, Autenrieth"
,ποτή,235,0,"1,61","84755,51","0,0417","sample of wine,",LSJ
,πυκνός,17,0,"1,58","84757,09","0,0041","close, compact.","LSJ, Middle Liddell"
,πυκνός,17,0,"1,58","84758,68","0,0041",[unavailable],LSJ
,πατέομαι,65,0,"1,55","84760,22","0,0106",eat,"LSJ, Middle Liddell, Autenrieth"
,πάομαι,65,0,"1,55","84761,77","0,0109","get, acquire","LSJ, Middle Liddell, Slater"
,ἰός,93,0,"1,53","84763,3","0,0205",arrow,"LSJ, Middle Liddell, Autenrieth"
3.140,ἰός,93,0,"1,53","84764,82","0,0209",poison,"LSJ, Slater"
,περισσός,3,1,"1,5","84766,32","0,0004",beyond the regular number,"LSJ, Middle Liddell, Slater"
,θεατέον,6,0,"1,5","84767,82","0,0057",one must see,LSJ
,θεατέος,6,0,"1,5","84769,32","0,0057",to be seen,Middle Liddell
,ἰσχνός,3,1,"1,5","84770,82","0,0016","dry, withered","LSJ, Middle Liddell"
,ἐμβαίνω,3,1,"1,5","84772,32","0,0007",step in,"LSJ, Middle Liddell, Slater, Autenrieth"
,τραπεζεύς,6,0,"1,5","84773,82","0,0016","at, of a table,","LSJ, Middle Liddell, Autenrieth"
,πατρῷος,6,0,"1,5","84775,32","0,0011",of,"LSJ, Middle Liddell"
,περιαγωγή,6,0,"1,5","84776,82","0,004",turning round,"LSJ, Middle Liddell"
,ὑγίεις,6,0,"1,5","84778,32","0,0036",sound,"LSJ, Middle Liddell, Slater"
3.150,βασίλη,6,0,"1,5","84779,82","0,0011","queen, princess,",LSJ
,ὀργή,12,0,"1,5","84781,32","0,0013",natural impulse,"LSJ, Middle Liddell"
,ἐπανίημι,6,0,"1,5","84782,82","0,002","let loose at,","LSJ, Middle Liddell"
,ἀγωγός,6,0,"1,5","84784,32","0,0029","leading, guiding","LSJ, Middle Liddell"
,μεταδοξάζω,3,1,"1,5","84785,82","0,0025",change one's opinion,"LSJ, Middle Liddell"
,ἡγητής,24,0,"1,5","84787,32","0,0142",a guide,LSJ
,προφαίνω,3,1,"1,5","84788,82","0,0012","bring to light, show forth, manifest","LSJ, Middle Liddell, Slater, Autenrieth"
,στόμιον,3,1,"1,5","84790,32","0,0016",mouth,"LSJ, Middle Liddell"
,λίσσομαι,6,0,"1,5","84791,82","0,0029","beg, pray","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐπιτήδευσις,3,1,"1,5","84793,32","0,0017",devotion,"LSJ, Middle Liddell"
3.160,παραδεκτέος,6,0,"1,5","84794,82","0,0066",to be admitted,Middle Liddell
,ἕκατος,6,0,"1,5","84796,32","0,0012",far-shooting,"LSJ, Middle Liddell, Autenrieth"
,φαντάζομαι,6,0,"1,5","84797,82","0,0032","to become visible, appear, shew oneself",Middle Liddell
,λεοντέη,6,0,"1,5","84799,32","0,0019",lion's skin,"LSJ, Middle Liddell"
,ἄκαιρος,3,1,"1,5","84800,82","0,0009","ill-timed, unseasonable","LSJ, Middle Liddell"
,θύρα,6,0,"1,5","84802,32","0,0009",door,"LSJ, Middle Liddell, Slater"
,συνδέω,6,0,"1,5","84803,82","0,0019",bind,"LSJ, Middle Liddell, Autenrieth"
,ἐμπόδιος,3,1,"1,5","84805,32","0,0015",at one's feet,"LSJ, Middle Liddell"
,κράτιστος,3,1,"1,5","84806,82","0,0006","strongest, mightiest","LSJ, Middle Liddell, Slater"
,ἀμφιέννυμι,3,1,"1,5","84808,32","0,0013",put round,"LSJ, Middle Liddell"
3.170,γηροβοσκός,6,0,"1,5","84809,82","0,0047",nourishing,"LSJ, Middle Liddell"
,ἀναρμοστέω,3,1,"1,5","84811,32","0,0024",not to fit,"LSJ, Middle Liddell"
,ἰδιωτίζω,6,0,"1,5","84812,82","0,003",pronounce in the local manner,LSJ
,κέρδος,6,0,"1,5","84814,32","0,0014","gain, profit","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀστρονομέω,3,1,"1,5","84815,82","0,0024","study astronomy,","LSJ, Middle Liddell"
,ἐπαιτιάομαι,3,1,"1,5","84817,32","0,0019","bring a charge against, accuse,","LSJ, Middle Liddell"
,φαλακρός,6,0,"1,5","84818,82","0,0032","baldheaded,","LSJ, Middle Liddell"
,προσφύω,3,1,"1,5","84820,32","0,0013",cause to grow to,"LSJ, Middle Liddell, Autenrieth"
,θαμά,6,0,"1,5","84821,82","0,0031",often,"LSJ, Middle Liddell, Slater"
,σπάνιος,3,1,"1,5","84823,32","0,001","rare, scarce, scanty","LSJ, Middle Liddell"
3.180,δῶμα,3,1,"1,5","84824,82","0,001",house,"LSJ, Middle Liddell, Slater, Autenrieth"
,κόλασις,3,1,"1,5","84826,32","0,001",checking the growth,"LSJ, Middle Liddell"
,μάταιος,3,1,"1,5","84827,82","0,0009","vain, empty, idle","LSJ, Middle Liddell, Slater"
,εὐωχία,6,0,"1,5","84829,32","0,003","good cheer, feasting","LSJ, Middle Liddell"
,προσακούω,6,0,"1,5","84830,82","0,0019","hear besides,","LSJ, Middle Liddell"
,ὡραῖος,3,1,"1,5","84832,32","0,0009",produced at the right season,"LSJ, Middle Liddell, Slater"
,καρπέω,12,0,"1,5","84833,82","0,0028",[unavailable],LSJ
,λογοποιέω,3,1,"1,5","84835,32","0,0017","write, compose","LSJ, Middle Liddell"
,μαρμαρυγή,3,1,"1,5","84836,82","0,0019","flashing, sparkling, gleaming","LSJ, Middle Liddell, Autenrieth"
,ἠμέν,6,0,"1,5","84838,32","0,0022",both . .,"LSJ, Middle Liddell, Autenrieth"
3.190,ἀκτέον,6,0,"1,5","84839,82","0,0048",one must lead,LSJ
,μυκάομαι,3,1,"1,5","84841,32","0,0014","low, bellow","LSJ, Middle Liddell, Autenrieth"
,ὁμόλογος,6,0,"1,5","84842,82","0,002","agreeing, of one mind,","LSJ, Middle Liddell"
,συγγένεια,3,1,"1,5","84844,32","0,0011",kinship,"LSJ, Middle Liddell, Slater"
,προλυπέομαι,3,1,"1,5","84845,82","0,0031",to feel pain before,Middle Liddell
,ἔρις,6,0,"1,5","84847,32","0,0016","strife, quarrel, contention","LSJ, Middle Liddell, Slater, Autenrieth"
,φιλοκερδέω,6,0,"1,5","84848,82","0,0044","to be greedy of gain,","LSJ, Middle Liddell"
,ἐκβάζω,6,0,"1,5","84850,32","0,0024","speak out, declare,","LSJ, Middle Liddell"
,τειχέω,6,0,"1,5","84851,82","0,0013",build walls,"LSJ, Middle Liddell, Slater"
,χειρίς,6,0,"1,5","84853,32","0,0012","a covering for the hand, glove,","LSJ, Middle Liddell, Autenrieth"
3.200,θυράζω,6,0,"1,5","84854,82","0,0008",thrust out of doors,LSJ
,ἄρτιος,3,1,"1,5","84856,32","0,0008","complete, perfect of its kind, suitable, exactly fitled,","LSJ, Middle Liddell, Slater, Autenrieth"
,λειμών,3,1,"1,5","84857,82","0,0009","any moist, grassy place, meadow","LSJ, Middle Liddell, Slater, Autenrieth"
,πετράς,6,0,"1,5","84859,32","0,0019",fourth day,LSJ
,μεῖξις,3,1,"1,5","84860,82","0,0026",[unavailable],LSJ
,σύνθετος,6,0,"1,5","84862,32","0,003","put together, compounded, composite","LSJ, Middle Liddell"
,ἀπόρρητος,3,1,"1,5","84863,82","0,0007","forbidden,","LSJ, Middle Liddell"
,τιτρώσκω,3,1,"1,5","84865,32","0,0007",wound,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἐπιστατητέον,6,0,"1,5","84866,82","0,0071","one must oversee, superintend",LSJ
,γηρότροφος,6,0,"1,5","84868,32","0,0057",[unavailable],LSJ
3.210,ἀνομολογέομαι,3,1,"1,5","84869,82","0,002",agree upon,"LSJ, Middle Liddell"
,ὀνομαστός,3,1,"1,5","84871,32","0,0014","named, to be named,","LSJ, Middle Liddell, Autenrieth"
,κυκλόω,12,0,"1,5","84872,82","0,0032","encircle, surround","LSJ, Middle Liddell, Slater"
,ἀκριβάζω,6,0,"1,5","84874,32","0,0027",to be proud,LSJ
,θαμέες,6,0,"1,5","84875,82","0,003","crowded, close-set","LSJ, Middle Liddell, Autenrieth"
,νεανίσκος,6,0,"1,5","84877,32","0,0013",a youth,Middle Liddell
,ἑκατέρωσε,3,1,"1,5","84878,82","0,0023","to either side, either way,","LSJ, Middle Liddell"
,ἔνος,6,0,"1,5","84880,32","0,0023","year,","LSJ, Middle Liddell"
,αὔξησις,6,0,"1,5","84881,82","0,0019","growth, increase,","LSJ, Middle Liddell"
,ποτέρως,6,0,"1,5","84883,32","0,0044",in which of two ways?,"LSJ, Middle Liddell"
3.220,εὐωχιάζω,6,0,"1,5","84884,82","0,003",[unavailable],LSJ
,συνδέομαι,6,0,"1,5","84886,32","0,0022",join in entreating,"LSJ, Middle Liddell"
,ἐξάγω,3,1,"1,5","84887,82","0,0006","lead out, lead away","LSJ, Middle Liddell, Slater, Autenrieth"
,αὐχμέω,3,1,"1,5","84889,32","0,0013",to be squalid,"LSJ, Middle Liddell, Autenrieth"
,γλύκειος,6,0,"1,5","84890,82","0,0029",[unavailable],LSJ
,ἀκτέος,6,0,"1,5","84892,32","0,0049",one must lead,"LSJ, Middle Liddell"
,πατρώιος,6,0,"1,5","84893,82","0,0011","of one's fathers, ancestral","Slater, Autenrieth"
,κυμάς,6,0,"1,5","84895,32","0,002",pregnant woman,LSJ
,ἔρις,6,0,"1,5","84896,82","0,0016",[unavailable],LSJ
,προσδοκάω,3,1,"1,5","84898,32","0,0006",expect,"LSJ, Middle Liddell"
3.230,ἀνάπτω,6,0,"1,5","84899,82","0,0014",make fast on,"LSJ, Middle Liddell, Autenrieth"
,ἀστήρ,3,1,"1,5","84901,32","0,0008",star,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἀνώτερος,6,0,"1,5","84902,82","0,003","upper, higher,","LSJ, Middle Liddell"
,κυβέρνησις,3,1,"1,5","84904,32","0,0023","steering, pilotage","LSJ, Middle Liddell"
,βάθος,6,0,"1,5","84905,82","0,0014",depth,"LSJ, Middle Liddell"
,μάρτυς,3,1,"1,5","84907,32","0,0005",witness,"LSJ, Middle Liddell, Slater"
,σαφηνέω,6,0,"1,5","84908,82","0,0057",to tell distinctly,"LSJ, Middle Liddell"
,ἀσχημονέω,3,1,"1,5","84910,32","0,0015","behave unseemly, disgrace oneself,","LSJ, Middle Liddell"
,ἀγωγεύς,6,0,"1,5","84911,82","0,0025",haulier,"LSJ, Middle Liddell"
,διαγωγή,3,1,"1,5","84913,32","0,0015","carrying across,","LSJ, Middle Liddell"
3.240,παρατίθημι,3,1,"1,5","84914,82","0,0006",place beside,"LSJ, Middle Liddell, Autenrieth"
,μέλη,11,0,"1,5","84916,32","0,0021",[unavailable],LSJ
,ψυχρός,6,0,"1,5","84917,82","0,0015","cold,","LSJ, Middle Liddell, Slater, Autenrieth"
,νοθόω,6,0,"1,5","84919,32","0,0032","counterfeit,",LSJ
,ὀδύνη,6,0,"1,5","84920,82","0,002","pain of body,","LSJ, Middle Liddell, Autenrieth"
,ἑκατόν,6,0,"1,5","84922,32","0,0012","a hundred,","LSJ, Middle Liddell, Slater, Autenrieth"
,ἔνος,6,0,"1,5","84923,82","0,0023",the day after tomorrow,LSJ
,ἀδεής,6,0,"1,5","84925,32","0,0016",fearless,"LSJ, Middle Liddell"
,ζώς,11,0,"1,5","84926,82","0,0029",[unavailable],"LSJ, Middle Liddell"
,τηρητέον,6,0,"1,5","84928,32","0,0051",one must watch,LSJ
3.250,πνέω,3,1,"1,5","84929,82","0,0009","blow,","LSJ, Middle Liddell, Slater, Autenrieth"
,φθορά,6,0,"1,5","84931,32","0,0017","destruction, ruin,","LSJ, Middle Liddell"
,γλυκύς,6,0,"1,5","84932,82","0,0015",sweet to the taste,"LSJ, Middle Liddell, Slater, Autenrieth"
,νεάνισκος,6,0,"1,5","84934,32","0,0013","youth, young man,",LSJ
,νεώτατος,6,0,"1,5","84935,82","0,0024",youngest,"LSJ, Middle Liddell"
,εὐδοκίμησις,6,0,"1,5","84937,32","0,0048","good repute, credit",Middle Liddell
,ὁλκός,6,0,"1,5","84938,82","0,0026","drawing to oneself, attractive,","LSJ, Middle Liddell"
,τηρητέος,6,0,"1,5","84940,32","0,0051",one must watch,Middle Liddell
,ὕστατος,6,0,"1,5","84941,82","0,0019","last,
            hindmost.","LSJ, Middle Liddell, Autenrieth"
,φαντάζω,6,0,"1,5","84943,32","0,003","make visible, present to the eye",LSJ
3.260,σής,12,0,"1,5","84944,82","0,002",moth,"LSJ, Middle Liddell, Slater"
,πομπεύς,6,0,"1,5","84946,32","0,0023",one who attends,"LSJ, Middle Liddell, Autenrieth"
,ἐφέπω,3,1,"1,5","84947,82","0,0013","ply, wield","LSJ, Middle Liddell, Slater, Autenrieth"
,ἡνίκα,6,0,"1,5","84949,32","0,0017",at the time when,"LSJ, Middle Liddell, Autenrieth"
,σκευαστός,3,1,"1,5","84950,82","0,003","prepared by art, artificial","LSJ, Middle Liddell"
,περιαγωγεύς,6,0,"1,5","84952,32","0,0045",windlass,"LSJ, Middle Liddell"
,φυγάς,3,1,"1,5","84953,82","0,0007",one who flees,"LSJ, Middle Liddell"
,δημοσιόω,6,0,"1,5","84955,32","0,0019",to confiscate,Middle Liddell
,ὀργάω,12,0,"1,5","84956,82","0,0012","to be getting ready to bear, growing ripe","LSJ, Middle Liddell"
,σῦριγξ,3,1,"1,5","84958,32","0,0012","shepherd's pipe, Panspipe","LSJ, Middle Liddell, Autenrieth"
3.270,ἄπολις,6,0,"1,5","84959,82","0,0023","without city, state","LSJ, Middle Liddell"
,κοινών,6,0,"1,5","84961,32","0,0015",partners,"LSJ, Middle Liddell"
,ἐπάνειμι,3,1,"1,5","84962,82","0,0009",ibo,"LSJ, Middle Liddell"
,περιθέω,3,1,"1,5","84964,32","0,0012",run round,"LSJ, Middle Liddell"
,ἡγητήρ,24,0,"1,5","84965,82","0,0133",a guide,"LSJ, Middle Liddell"
,θήκη,3,1,"1,5","84967,32","0,0013","case, chest","LSJ, Middle Liddell"
,τεύχω,3,1,"1,5","84968,82","0,0008","make ready, make","LSJ, Middle Liddell, Slater, Autenrieth"
,ἐπακτός,3,1,"1,5","84970,32","0,0018","brought in,","LSJ, Middle Liddell, Slater"
,αὐτοματέω,6,0,"1,5","84971,82","0,0022",[unavailable],LSJ
,ὑπέχω,3,1,"1,5","84973,32","0,0005","hold under,","LSJ, Middle Liddell, Slater, Autenrieth"
3.280,φήμη,3,1,"1,5","84974,82","0,0007",a.,"LSJ, Middle Liddell, Autenrieth"
,διατάσσω,3,1,"1,5","84976,32","0,0011",appoint,"LSJ, Middle Liddell"
,σκηνάω,3,1,"1,5","84977,82","0,0007",banqueters,"LSJ, Middle Liddell"
,παραδεκτέος,6,0,"1,5","84979,32","0,0066",one must admit,Middle Liddell
,σύνοικος,3,1,"1,5","84980,82","0,0011",dwelling in the same house with,"LSJ, Middle Liddell"
,αὖξις,6,0,"1,5","84982,32","0,0019",[unavailable],LSJ
,γείτων,3,1,"1,5","84983,82","0,0008","neighbour, borderer","LSJ, Middle Liddell, Slater, Autenrieth"
,ἀδεής,6,0,"1,5","84985,32","0,0016",not in want,LSJ
,ῥητός,3,1,"1,5","84986,82","0,0011","stated, specified, covenanted","LSJ, Middle Liddell, Slater, Autenrieth"
,διψάς,24,0,"1,5","84988,32","0,0152","venomous serpent, whose bite caused intense thirst,","LSJ, Middle Liddell"
3.290,σύμφορος,9,1,"1,5","84989,82","0,0024",accompanying,"LSJ, Middle Liddell, Slater"
,Πύρις,6,0,"1,5","84991,32","0,0014",[unavailable],Autenrieth
,ἔργασις,6,0,"1,5","84992,82","0,0023","perpetration,",LSJ
,φθορεύς,6,0,"1,5","84994,32","0,0022","corrupter, seducer,",LSJ
,ἀμφιάζω,3,1,"1,5","84995,82","0,0018","ciothe,","LSJ, Middle Liddell"
,ὁλκός,6,0,"1,5","84997,32","0,0039",machine for hauling,"LSJ, Middle Liddell"
,ἀνοσία,6,0,"1,5","84998,82","0,0032","fredom from sickness,",LSJ
,ἐναντίωσις,3,1,"1,5","85000,32","0,0021",opposition,"LSJ, Middle Liddell"
,ἑνίζω,6,0,"1,5","85001,82","0,0017","to be a partisan of the One,",LSJ
,ὑβρίς,6,0,"1,5","85003,32","0,0012","the great eagle owl, Strix bubo,",LSJ
3.300,ὑπηρέτης,3,1,"1,5","85004,82","0,0007","rower,","LSJ, Middle Liddell"
,πιμπλάω,6,0,"1,5","85006,32","0,003",[unavailable],LSJ
,ἐπιστατητέος,6,0,"1,5","85007,82","0,0071",one must superintend,Middle Liddell
,εἴκοσι,24,0,"1,5","85009,32","0,0046",twenty,"LSJ, Middle Liddell, Slater, Autenrieth"
,ἔμφυτος,3,1,"1,5","85010,82","0,0013","inborn, natural","LSJ, Middle Liddell"
,παρατάσσω,3,1,"1,5","85012,32","0,0008",place,"LSJ, Middle Liddell"
,κυκλέω,9,1,"1,5","85013,82","0,0027",wheel along,"LSJ, Middle Liddell, Autenrieth"
,ἐρέομαι,72,0,"1,49","85015,31","0,0129",[unavailable],Autenrieth
,θειόω,29,0,"1,46","85016,77","0,0072",fumigate with brimstone,"LSJ, Middle Liddell"
,πέρα,25,0,"1,45","85018,22","0,0038",to a foreign city,"LSJ, Middle Liddell"
3.310,γράφος,13,0,"1,45","85019,67","0,0026",[unavailable],LSJ
,ἀναξέω,45,0,"1,45","85021,12","0,0154","hew smooth, polish,",LSJ
,πέρα,25,0,"1,45","85022,57","0,0038","beyond, further","LSJ, Middle Liddell"
,λευκός,21,0,"1,42","85023,99","0,0033","light, bright, brilliant","Middle Liddell, Slater, Autenrieth"
,λευκός,21,0,"1,42","85025,4","0,0033","light, bright, clear",LSJ
,θύσις,26,0,"1,4","85026,8","0,0063",raging,LSJ
,ἰόομαι,48,0,"1,4","85028,2","0,0149",become,LSJ
,Ἴδη,59,0,"1,38","85029,58","0,0071",Ida,"Middle Liddell, Autenrieth"
,ξένος,13,0,"1,37","85030,95","0,0011","guest-friend,","LSJ, Middle Liddell, Slater"
,ξένος,13,0,"1,37","85032,32","0,001",foreign,Middle Liddell
3.320,Ἀφροδισιάζω,27,0,"1,35","85033,67","0,0111",have sexual intercourse,LSJ
,ζῆλος,4,1,"1,33",85035,"0,0009",jealousy,"LSJ, Middle Liddell"
,διαβαίνω,4,1,"1,33","85036,33","0,0009","stride, walk","LSJ, Middle Liddell, Slater, Autenrieth"
,εἰάζω,7,0,"1,33","85037,67","0,0012",cry,LSJ
,πιστόω,13,0,"1,33",85039,"0,0026",make trustworthy,"LSJ, Middle Liddell, Autenrieth"
,ἐπιθυμητός,12,0,"1,33","85040,33","0,007","desired, to be desired",LSJ
